PerformanceRating_ID;PerformanceCode;Employee_ID;ReviewDateKey;EnvironmentSatisfactionKey;JobSatisfactionKey;RelationshipSatisfactionKey;WorkLifeBalanceKey;SelfRatingKey;ManagerRatingKey;TrainingOpportunitiesWithinYear;TrainingOpportunitiesTaken;ReviewCount
5346;PR5806;1256;20220305;3;2;5;1;2;2;3;1;1
5347;PR5807;1352;20220305;3;5;2;1;1;2;1;0;1
5348;PR5808;973;20220305;2;5;2;2;3;3;2;0;1
5349;PR5809;1337;20220305;2;5;3;5;1;1;2;2;1
5350;PR581;563;20150328;5;5;3;2;3;3;3;1;1
5351;PR5810;967;20220305;2;2;5;2;2;3;3;0;1
5352;PR5811;721;20220306;2;3;5;5;2;3;2;0;1
5353;PR5812;1254;20220306;5;2;3;5;1;2;1;0;1
5354;PR5813;1311;20220306;2;1;5;5;1;2;3;1;1
5355;PR5814;547;20220306;5;5;5;1;1;2;1;1;1
5356;PR5815;478;20220306;2;2;1;3;3;4;3;1;1
5357;PR5816;1241;20220307;2;3;3;5;3;3;1;1;1
5358;PR5817;420;20220308;3;5;5;2;1;1;2;0;1
5359;PR5818;355;20220308;5;2;3;3;3;4;1;1;1
5360;PR5819;72;20220308;2;1;5;1;3;4;2;0;1
5361;PR582;403;20150328;5;3;2;1;1;1;1;1;1
5362;PR5820;164;20220308;5;3;5;5;3;3;2;0;1
5363;PR5821;997;20220309;5;2;5;5;2;3;1;1;1
5364;PR5822;1421;20220309;5;2;3;1;2;2;3;0;1
5365;PR5823;908;20220309;2;5;1;2;3;4;3;2;1
5366;PR5824;178;20220309;2;5;5;1;1;2;1;2;1
5367;PR5825;417;20220310;3;5;5;2;1;1;2;1;1
5368;PR5826;1185;20220310;2;1;1;2;1;2;1;3;1
5369;PR5827;295;20220310;5;1;3;2;3;3;3;1;1
5370;PR5828;499;20220311;3;1;2;3;1;2;3;1;1
5371;PR5829;614;20220312;5;2;1;5;3;3;2;0;1
5372;PR583;870;20150329;5;3;2;1;2;3;1;0;1
5373;PR5830;493;20220312;5;3;1;1;2;3;2;2;1
5374;PR5831;1024;20220312;5;1;3;5;3;4;3;1;1
5375;PR5832;444;20220313;2;3;5;2;1;1;1;2;1
5376;PR5833;712;20220313;3;2;1;5;1;1;1;0;1
5377;PR5834;745;20220313;3;2;2;1;2;2;2;0;1
5378;PR5835;546;20220313;3;2;2;1;3;3;1;1;1
5379;PR5836;326;20220313;2;1;1;5;1;1;3;1;1
5380;PR5837;937;20220314;3;2;4;4;3;3;3;2;1
5381;PR5838;1205;20220314;2;3;4;1;3;4;2;0;1
5382;PR5839;379;20220315;1;3;2;3;2;3;2;0;1
5383;PR584;6;20150330;2;1;3;5;2;2;1;0;1
5384;PR5840;463;20220315;1;3;2;1;2;2;3;0;1
5385;PR5841;1190;20220316;5;2;5;2;1;1;1;1;1
5386;PR5842;1027;20220316;3;5;1;5;3;4;1;1;1
5387;PR5843;469;20220316;2;2;3;5;1;2;2;1;1
5388;PR5844;852;20220317;5;2;3;3;1;1;2;1;1
5389;PR5845;1260;20220317;2;1;3;2;3;3;3;0;1
5390;PR5846;1285;20220317;3;2;3;1;3;3;3;0;1
5391;PR5847;349;20220317;5;5;1;3;3;4;2;2;1
5392;PR5848;780;20220318;5;5;1;2;1;2;1;0;1
5393;PR5849;877;20220318;5;2;5;3;3;3;3;1;1
5394;PR585;18;20150331;5;2;1;3;3;3;1;0;1
5395;PR5850;690;20220318;2;1;5;3;2;3;1;1;1
5396;PR5851;229;20220319;3;5;3;3;3;3;1;0;1
5397;PR5852;513;20220320;2;3;3;3;2;3;2;2;1
5398;PR5853;218;20220320;3;5;1;2;3;3;2;1;1
5399;PR5854;357;20220320;3;2;1;1;1;1;2;1;1
5400;PR5855;809;20220320;2;3;2;5;2;2;3;1;1
5401;PR5856;1300;20220321;2;5;5;1;1;2;1;1;1
5402;PR5857;1166;20220321;3;2;1;2;3;3;3;1;1
5403;PR5858;1310;20220321;3;2;1;1;1;1;1;3;1
5404;PR5859;331;20220322;1;3;4;3;3;4;2;2;1
5405;PR586;939;20150331;5;2;2;1;2;3;3;1;1
5406;PR5860;1064;20220322;1;3;1;1;1;1;3;0;1
5407;PR5861;1132;20220322;3;1;3;2;1;2;1;1;1
5408;PR5862;406;20220322;2;3;1;2;2;3;1;1;1
5409;PR5863;125;20220322;3;5;1;1;2;3;3;0;1
5410;PR5864;617;20220322;5;5;1;5;2;3;3;1;1
5411;PR5865;459;20220323;5;3;2;5;2;2;2;2;1
5412;PR5866;744;20220323;5;2;2;3;2;3;2;3;1
5413;PR5867;53;20220323;2;3;3;2;3;4;1;0;1
5414;PR5868;689;20220323;3;3;3;3;1;2;3;2;1
5415;PR5869;759;20220324;5;2;3;5;1;1;2;0;1
5416;PR587;1274;20150331;3;2;3;3;1;1;3;2;1
5417;PR5870;550;20220324;3;2;5;5;3;4;1;1;1
5418;PR5871;488;20220324;2;2;2;3;3;4;2;0;1
5419;PR5872;1332;20220324;2;5;2;1;3;3;1;0;1
5420;PR5873;545;20220325;3;5;3;3;1;1;3;0;1
5421;PR5874;1313;20220325;2;5;5;1;2;3;3;0;1
5422;PR5875;447;20220325;5;3;5;1;3;4;1;2;1
5423;PR5876;448;20220325;2;5;3;5;1;1;2;0;1
5424;PR5877;769;20220325;2;4;3;2;3;4;3;1;1
5425;PR5878;563;20220326;3;4;1;1;2;2;2;0;1
5426;PR5879;403;20220326;4;3;2;2;3;3;2;2;1
5427;PR588;813;20150401;3;3;1;1;1;2;3;0;1
5428;PR5880;949;20220326;2;5;1;1;1;2;1;3;1
5429;PR5881;1123;20220326;5;3;2;2;1;2;1;0;1
5430;PR5882;849;20220326;3;5;5;5;2;2;1;0;1
5431;PR5883;870;20220327;3;5;5;5;1;2;1;0;1
5432;PR5884;836;20220327;3;2;3;1;3;3;1;1;1
5433;PR5885;150;20220327;2;2;1;2;3;3;2;1;1
5434;PR5886;1002;20220327;4;1;4;3;1;2;1;0;1
5435;PR5887;6;20220328;4;1;1;1;2;2;3;0;1
5436;PR5888;1275;20220328;4;1;1;1;1;2;2;1;1
5437;PR5889;704;20220328;3;5;1;3;3;3;1;3;1
5438;PR589;156;20150402;5;2;1;1;1;1;1;0;1
5439;PR5890;18;20220329;5;3;3;3;3;4;3;1;1
5440;PR5891;793;20220329;3;3;5;5;1;1;3;0;1
5441;PR5892;1087;20220329;2;3;5;1;2;2;1;0;1
5442;PR5893;813;20220330;2;2;3;2;3;4;2;3;1
5443;PR5894;770;20220330;2;5;3;3;2;3;1;1;1
5444;PR5895;1122;20220330;2;3;3;1;2;3;1;0;1
5445;PR5896;927;20220330;5;5;1;5;3;4;3;0;1
5446;PR5897;1252;20220330;3;5;3;2;2;3;1;2;1
5447;PR5898;397;20220330;3;2;3;1;2;3;1;2;1
5448;PR5899;905;20220331;5;1;2;3;2;3;2;3;1
5449;PR59;1090;20130226;3;3;2;1;1;2;2;1;1
5450;PR590;1296;20150402;3;1;1;3;3;4;1;0;1
5451;PR5900;11;20220401;2;2;2;5;3;3;3;3;1
5452;PR5901;48;20220401;3;3;2;3;1;2;2;1;1
5453;PR5902;740;20220401;3;3;5;1;2;2;2;1;1
5454;PR5903;260;20220401;5;1;2;3;2;2;1;2;1
5455;PR5904;1045;20220402;5;2;5;1;1;2;1;0;1
5456;PR5905;34;20220402;5;2;1;3;1;1;1;0;1
5457;PR5906;131;20220402;3;5;3;1;3;3;1;1;1
5458;PR5907;1215;20220402;5;2;3;5;3;3;3;1;1
5459;PR5908;599;20220403;3;3;2;3;2;3;2;0;1
5460;PR5909;1030;20220403;5;2;1;1;3;3;1;1;1
5461;PR591;11;20150403;3;3;3;1;3;4;2;1;1
5462;PR5910;192;20220403;2;3;2;1;1;1;3;1;1
5463;PR5911;83;20220404;3;1;3;1;3;3;1;0;1
5464;PR5912;147;20220404;2;2;3;3;3;4;1;1;1
5465;PR5913;322;20220404;3;4;4;2;1;2;2;1;1
5466;PR5914;1144;20220404;2;4;3;3;1;1;2;0;1
5467;PR5915;44;20220405;4;3;2;3;2;2;3;0;1
5468;PR5916;1371;20220405;2;3;5;3;3;4;3;3;1
5469;PR5917;606;20220405;2;5;3;1;2;3;2;1;1
5470;PR5918;843;20220407;3;5;2;3;2;3;3;0;1
5471;PR5919;251;20220407;2;1;2;2;3;3;1;1;1
5472;PR592;48;20150403;5;2;5;3;3;4;3;0;1
5473;PR5920;998;20220408;5;2;2;3;1;1;2;2;1
5474;PR5921;467;20220408;2;1;2;2;3;3;1;0;1
5475;PR5922;803;20220408;3;2;3;3;2;3;2;1;1
5476;PR5923;568;20220408;3;1;1;2;3;4;1;2;1
5477;PR5924;630;20220408;3;5;1;1;2;3;3;0;1
5478;PR5925;986;20220409;3;1;1;3;1;1;2;1;1
5479;PR5926;1403;20220409;2;3;2;5;2;2;1;1;1
5480;PR5927;774;20220409;3;2;3;5;3;4;1;1;1
5481;PR5928;70;20220409;3;2;2;1;3;4;3;2;1
5482;PR5929;137;20220410;2;1;2;4;3;3;3;0;1
5483;PR593;1045;20150404;3;3;5;1;2;2;1;0;1
5484;PR5930;157;20220410;2;1;2;2;1;2;2;1;1
5485;PR5931;409;20220410;2;5;1;2;3;4;3;1;1
5486;PR5932;1238;20220410;5;1;1;2;3;4;1;2;1
5487;PR5933;815;20220410;3;5;5;1;1;2;1;0;1
5488;PR5934;465;20220411;5;2;1;3;3;4;3;1;1
5489;PR5935;926;20220411;5;1;5;5;2;2;2;0;1
5490;PR5936;198;20220411;2;5;2;5;3;4;1;1;1
5491;PR5937;753;20220411;2;2;1;5;3;3;2;1;1
5492;PR5938;1128;20220412;5;2;1;1;1;2;2;0;1
5493;PR5939;1173;20220412;5;2;5;1;3;3;1;1;1
5494;PR594;83;20150406;3;3;5;5;1;2;3;1;1
5495;PR5940;529;20220412;2;3;1;2;1;2;2;1;1
5496;PR5941;1377;20220413;5;3;1;5;2;2;2;3;1
5497;PR5942;714;20220413;2;3;5;2;2;3;1;0;1
5498;PR5943;1181;20220413;3;5;1;5;1;2;3;1;1
5499;PR5944;969;20220414;3;1;2;2;2;3;3;1;1
5500;PR5945;421;20220414;2;2;3;2;2;2;1;0;1
5501;PR5946;702;20220415;5;1;3;2;1;1;1;1;1
5502;PR5947;1117;20220415;5;2;3;3;1;2;1;1;1
5503;PR5948;850;20220415;5;3;5;2;3;4;3;2;1
5504;PR5949;1034;20220415;3;5;5;1;1;2;3;1;1
5505;PR595;147;20150406;5;3;3;2;3;4;3;1;1
5506;PR5950;536;20220416;2;1;3;2;2;3;2;2;1
5507;PR5951;422;20220416;2;1;1;2;1;1;2;2;1
5508;PR5952;103;20220416;2;2;3;5;3;4;3;0;1
5509;PR5953;600;20220416;2;1;5;5;3;3;2;1;1
5510;PR5954;964;20220417;5;5;3;2;3;4;2;0;1
5511;PR5955;885;20220417;5;5;2;1;3;3;1;2;1
5512;PR5956;561;20220417;3;3;2;2;1;2;1;0;1
5513;PR5957;633;20220417;3;5;3;1;1;1;2;1;1
5514;PR5958;1376;20220417;3;5;3;2;3;4;1;0;1
5515;PR5959;1463;20220418;3;2;1;1;3;3;2;2;1
5516;PR596;322;20150406;5;1;2;1;1;1;1;2;1
5517;PR5960;259;20220418;2;2;1;2;2;2;1;1;1
5518;PR5961;165;20220418;5;5;3;3;3;4;2;1;1
5519;PR5962;1130;20220419;2;1;5;2;3;3;1;1;1
5520;PR5963;1091;20220419;2;5;3;5;2;3;1;0;1
5521;PR5964;528;20220419;2;1;5;1;1;2;1;1;1
5522;PR5965;838;20220420;5;5;2;5;2;3;3;3;1
5523;PR5966;1441;20220420;3;2;2;5;3;4;1;2;1
5524;PR5967;359;20220421;5;5;2;2;3;3;3;2;1
5525;PR5968;1295;20220421;3;2;3;1;2;2;3;0;1
5526;PR5969;661;20220421;2;3;5;5;2;3;1;0;1
5527;PR597;44;20150407;3;1;5;5;2;2;1;0;1
5528;PR5970;974;20220421;3;1;1;5;3;4;2;1;1
5529;PR5971;1320;20220421;5;2;5;1;2;2;2;1;1
5530;PR5972;415;20220422;2;2;2;3;3;3;2;1;1
5531;PR5973;826;20220422;3;1;1;2;2;2;3;1;1
5532;PR5974;1234;20220422;5;1;2;2;3;4;1;0;1
5533;PR5975;566;20220422;5;5;3;2;3;4;1;0;1
5534;PR5976;460;20220423;3;1;1;1;2;2;2;0;1
5535;PR5977;923;20220423;3;2;3;1;2;2;2;1;1
5536;PR5978;207;20220423;3;5;5;2;1;2;2;0;1
5537;PR5979;828;20220423;3;2;5;3;3;4;1;2;1
5538;PR598;274;20150407;2;5;5;3;2;2;1;0;1
5539;PR5980;917;20220424;2;1;2;3;1;2;2;0;1
5540;PR5981;36;20220424;2;5;1;3;1;1;1;2;1
5541;PR5982;723;20220424;3;5;2;3;2;3;3;1;1
5542;PR5983;613;20220424;3;1;3;1;1;1;2;1;1
5543;PR5984;184;20220425;5;1;2;2;1;1;1;1;1
5544;PR5985;869;20220425;4;1;1;3;1;2;2;1;1
5545;PR5986;890;20220425;4;4;3;2;1;2;2;2;1
5546;PR5987;1217;20220426;4;2;2;1;3;3;1;3;1
5547;PR5988;414;20220426;3;1;1;5;2;2;3;0;1
5548;PR5989;713;20220426;3;5;5;5;2;2;2;1;1
5549;PR599;843;20150409;2;3;2;5;2;2;1;0;1
5550;PR5990;160;20220427;3;1;3;3;1;1;1;0;1
5551;PR5991;1253;20220427;3;2;1;3;1;1;1;1;1
5552;PR5992;1375;20220427;3;3;1;1;1;1;2;1;1
5553;PR5993;1390;20220427;2;3;2;1;2;2;1;0;1
5554;PR5994;31;20220427;5;2;3;1;2;2;1;2;1
5555;PR5995;439;20220427;2;3;5;1;3;4;1;0;1
5556;PR5996;707;20220427;3;5;1;1;2;2;1;1;1
5557;PR5997;1138;20220428;2;2;2;1;3;3;1;2;1
5558;PR5998;537;20220428;2;2;1;2;1;1;1;1;1
5559;PR5999;911;20220429;5;3;2;5;2;3;2;0;1
5560;PR60;188;20130226;2;2;1;1;2;2;3;0;1
5561;PR600;998;20150410;3;3;1;3;2;2;3;2;1
5562;PR6000;1211;20220429;2;2;1;1;1;1;2;2;1
5563;PR6001;270;20220429;5;5;5;5;2;2;3;1;1
5564;PR6002;308;20220429;5;3;1;3;3;4;2;3;1
5565;PR6003;489;20220429;3;2;3;1;3;4;3;0;1
5566;PR6004;289;20220430;5;5;1;3;1;2;3;1;1
5567;PR6005;1008;20220430;5;1;1;2;1;1;3;0;1
5568;PR6006;296;20220430;3;2;3;1;2;3;2;3;1
5569;PR6007;710;20220430;3;2;2;2;1;2;3;0;1
5570;PR6008;133;20220501;2;3;2;5;1;1;3;1;1
5571;PR6009;512;20220501;5;5;5;2;1;2;1;2;1
5572;PR601;467;20150410;3;1;1;5;1;2;2;2;1
5573;PR6010;1202;20220502;5;3;5;5;2;2;3;0;1
5574;PR6011;491;20220502;3;2;5;5;1;2;1;2;1
5575;PR6012;1053;20220502;2;2;5;1;2;3;2;1;1
5576;PR6013;127;20220503;3;1;1;2;3;4;3;1;1
5577;PR6014;981;20220503;5;2;3;2;3;3;2;2;1
5578;PR6015;1367;20220503;3;2;3;3;1;2;1;1;1
5579;PR6016;1450;20220503;2;1;1;4;3;4;1;0;1
5580;PR6017;1466;20220504;2;3;2;2;2;2;2;0;1
5581;PR6018;1401;20220504;3;2;3;5;3;3;3;0;1
5582;PR6019;109;20220504;3;2;2;2;2;2;3;3;1
5583;PR602;986;20150411;2;3;2;5;2;3;2;2;1
5584;PR6020;257;20220505;5;2;5;1;3;3;1;0;1
5585;PR6021;57;20220505;5;3;3;2;1;1;3;1;1
5586;PR6022;1201;20220505;3;1;2;1;3;4;1;3;1
5587;PR6023;1341;20220506;2;5;2;2;1;2;1;3;1
5588;PR6024;282;20220506;3;5;5;3;1;2;1;1;1
5589;PR6025;234;20220507;2;3;5;3;3;4;3;2;1
5590;PR6026;616;20220507;3;5;2;1;3;3;3;1;1
5591;PR6027;517;20220507;2;1;1;1;2;3;2;0;1
5592;PR6028;391;20220508;5;5;3;5;1;1;3;1;1
5593;PR6029;425;20220508;3;5;3;3;2;3;2;0;1
5594;PR603;711;20150411;3;1;2;3;2;2;1;1;1
5595;PR6030;1411;20220508;3;2;1;3;3;3;1;0;1
5596;PR6031;1305;20220509;5;3;3;1;1;2;2;1;1
5597;PR6032;233;20220509;2;5;1;1;3;4;1;0;1
5598;PR6033;941;20220510;2;1;2;1;1;1;3;0;1
5599;PR6034;1259;20220510;5;1;5;5;1;2;3;0;1
5600;PR6035;1440;20220510;5;3;5;2;1;2;1;0;1
5601;PR6036;171;20220511;5;2;1;2;3;4;1;0;1
5602;PR6037;363;20220511;2;5;2;3;1;2;2;0;1
5603;PR6038;932;20220511;3;2;1;3;3;4;2;1;1
5604;PR6039;1149;20220512;1;3;4;3;3;4;2;2;1
5605;PR604;137;20150412;2;1;1;3;3;4;1;2;1
5606;PR6040;1084;20220512;1;1;4;3;1;1;3;0;1
5607;PR6041;1067;20220512;3;2;1;3;3;3;3;0;1
5608;PR6042;185;20220513;1;2;1;4;2;2;1;2;1
5609;PR6043;909;20220513;2;3;2;2;3;4;1;1;1
5610;PR6044;731;20220513;2;2;3;2;1;1;3;0;1
5611;PR6045;1140;20220513;5;1;3;1;2;3;1;0;1
5612;PR6046;1363;20220513;2;3;1;1;3;3;1;0;1
5613;PR6047;1280;20220514;3;3;2;1;3;4;3;0;1
5614;PR6048;167;20220514;2;3;3;3;3;3;1;1;1
5615;PR6049;1328;20220514;2;2;3;1;3;4;3;1;1
5616;PR605;157;20150412;2;5;5;3;1;1;3;1;1
5617;PR6050;570;20220514;2;3;1;1;1;1;2;2;1
5618;PR6051;61;20220515;2;3;1;5;3;4;3;0;1
5619;PR6052;899;20220515;2;1;5;3;2;3;1;1;1
5620;PR6053;591;20220515;2;3;2;5;2;2;3;0;1
5621;PR6054;223;20220515;2;1;1;5;2;2;1;1;1
5622;PR6055;250;20220515;2;5;3;2;1;2;1;0;1
5623;PR6056;629;20220515;3;5;2;3;3;3;3;2;1
5624;PR6057;348;20220515;2;5;5;5;1;1;3;1;1
5625;PR6058;886;20220516;5;2;5;2;3;3;1;1;1
5626;PR6059;1447;20220516;2;2;2;1;3;3;2;0;1
5627;PR606;409;20150412;2;2;5;5;3;4;3;3;1
5628;PR6060;213;20220517;2;2;3;1;1;2;3;2;1
5629;PR6061;318;20220517;3;5;1;1;1;2;3;0;1
5630;PR6062;332;20220517;3;3;1;3;3;4;2;0;1
5631;PR6063;435;20220518;3;3;2;5;1;1;2;0;1
5632;PR6064;456;20220518;5;2;2;3;3;4;1;0;1
5633;PR6065;915;20220518;5;2;1;2;3;4;2;2;1
5634;PR6066;1082;20220518;2;5;5;2;3;4;1;1;1
5635;PR6067;412;20220518;5;3;1;1;2;2;3;0;1
5636;PR6068;837;20220518;5;3;5;2;2;2;2;1;1
5637;PR6069;1145;20220518;5;1;5;3;2;2;3;2;1
5638;PR607;465;20150413;5;5;3;2;2;2;2;0;1
5639;PR6070;823;20220519;2;5;2;5;3;4;3;1;1
5640;PR6071;659;20220519;2;5;2;2;1;2;2;3;1
5641;PR6072;1349;20220519;3;2;3;3;2;2;1;1;1
5642;PR6073;4;20220520;4;2;3;1;2;2;3;2;1
5643;PR6074;510;20220520;1;2;3;2;2;3;3;1;1
5644;PR6075;144;20220521;4;2;4;3;2;3;1;2;1
5645;PR6076;776;20220522;2;1;3;3;2;2;3;2;1
5646;PR6077;387;20220522;4;3;4;3;2;3;3;0;1
5647;PR6078;1074;20220522;5;3;1;2;1;2;1;1;1
5648;PR6079;741;20220522;2;2;3;1;3;3;1;1;1
5649;PR608;926;20150413;5;3;1;2;1;1;2;0;1
5650;PR6080;162;20220522;3;3;5;5;2;2;2;0;1
5651;PR6081;324;20220522;3;3;2;1;3;3;1;0;1
5652;PR6082;1287;20220522;4;2;3;1;1;1;3;1;1
5653;PR6083;450;20220522;2;4;3;4;3;3;1;1;1
5654;PR6084;621;20220522;3;1;2;1;3;4;2;0;1
5655;PR6085;910;20220522;3;2;2;5;2;2;3;1;1
5656;PR6086;41;20220523;2;2;3;1;3;4;3;0;1
5657;PR6087;92;20220523;3;2;5;5;2;2;2;1;1
5658;PR6088;1366;20220523;5;5;3;3;1;2;3;1;1
5659;PR6089;875;20220524;2;1;1;3;1;2;1;0;1
5660;PR609;1128;20150414;5;1;2;2;2;2;3;3;1
5661;PR6090;209;20220524;2;2;3;1;1;1;1;0;1
5662;PR6091;492;20220524;3;3;4;1;1;2;1;3;1
5663;PR6092;1081;20220524;4;3;3;4;3;4;1;2;1
5664;PR6093;1248;20220525;2;1;4;1;2;3;3;0;1
5665;PR6094;240;20220525;3;4;1;4;3;3;2;0;1
5666;PR6095;390;20220525;1;2;2;3;3;3;3;0;1
5667;PR6096;272;20220526;3;1;4;4;2;3;3;0;1
5668;PR6097;1405;20220526;1;3;3;2;3;3;2;0;1
5669;PR6098;411;20220526;2;3;1;2;2;3;3;0;1
5670;PR6099;339;20220526;2;3;2;2;1;2;3;1;1
5671;PR61;297;20130227;3;3;2;5;2;3;3;0;1
5672;PR610;1173;20150414;2;5;2;1;2;3;3;1;1
5673;PR6100;43;20220527;5;3;5;1;3;4;3;3;1
5674;PR6101;1093;20220528;3;3;1;3;3;3;3;0;1
5675;PR6102;1284;20220528;3;3;2;5;1;1;3;1;1
5676;PR6103;618;20220528;2;1;5;2;1;2;3;2;1
5677;PR6104;662;20220528;3;2;1;2;2;3;2;0;1
5678;PR6105;814;20220529;2;2;2;3;2;3;1;1;1
5679;PR6106;217;20220529;3;2;1;2;2;2;1;3;1
5680;PR6107;576;20220530;3;5;3;3;2;3;2;0;1
5681;PR6108;1419;20220530;3;5;5;1;2;2;2;1;1
5682;PR6109;676;20220530;3;2;2;5;2;3;2;2;1
5683;PR611;529;20150414;3;1;5;3;1;2;1;1;1
5684;PR6110;273;20220530;5;3;1;5;2;3;3;1;1
5685;PR6111;1460;20220530;2;3;3;2;1;1;3;2;1
5686;PR6112;1381;20220530;5;3;3;1;3;4;3;0;1
5687;PR6113;1023;20220531;2;1;1;3;3;4;3;0;1
5688;PR6114;589;20220531;3;3;5;5;2;3;3;0;1
5689;PR6115;767;20220531;3;3;5;2;3;4;3;2;1
5690;PR6116;1408;20220531;2;3;5;2;3;4;2;0;1
5691;PR6117;535;20220531;3;5;3;2;3;3;1;0;1
5692;PR6118;319;20220601;3;3;3;5;2;3;2;0;1
5693;PR6119;77;20220602;5;2;1;3;2;2;3;0;1
5694;PR612;1377;20150415;5;1;1;5;1;1;1;0;1
5695;PR6120;42;20220603;5;2;5;2;3;3;2;1;1
5696;PR6121;887;20220604;2;1;5;5;3;3;2;0;1
5697;PR6122;1068;20220604;3;2;3;2;3;3;1;2;1
5698;PR6123;1278;20220605;4;1;2;1;2;2;1;2;1
5699;PR6124;637;20220605;4;1;1;2;3;4;3;1;1
5700;PR6125;1168;20220605;2;4;3;1;2;3;2;0;1
5701;PR6126;996;20220605;2;1;5;2;1;1;3;0;1
5702;PR6127;1420;20220605;2;2;1;2;2;3;1;1;1
5703;PR6128;902;20220605;2;5;2;5;3;4;3;2;1
5704;PR6129;1208;20220606;2;1;2;3;2;2;3;2;1
5705;PR613;714;20150415;2;5;1;1;2;3;3;1;1
5706;PR6130;248;20220606;3;5;2;2;2;3;3;1;1
5707;PR6131;1342;20220606;2;3;2;3;1;1;2;3;1
5708;PR6132;1418;20220607;2;2;3;2;2;3;1;1;1
5709;PR6133;89;20220607;1;1;3;2;3;4;3;1;1
5710;PR6134;410;20220607;3;4;3;2;1;1;3;1;1
5711;PR6135;732;20220607;3;3;3;1;3;3;2;1;1
5712;PR6136;1050;20220608;5;1;3;5;2;3;3;1;1
5713;PR6137;1219;20220608;5;3;5;5;2;3;2;1;1
5714;PR6138;1245;20220608;3;1;2;3;3;4;3;0;1
5715;PR6139;785;20220609;3;3;5;2;3;4;2;0;1
5716;PR614;1181;20150415;3;1;5;1;1;1;2;0;1
5717;PR6140;153;20220609;3;2;2;2;2;2;3;1;1
5718;PR6141;327;20220609;5;1;5;3;2;2;3;2;1
5719;PR6142;1269;20220610;3;2;3;5;1;2;2;0;1
5720;PR6143;677;20220610;2;5;2;3;1;1;3;2;1
5721;PR6144;1338;20220611;5;5;2;5;3;3;1;1;1
5722;PR6145;1294;20220612;3;1;1;2;3;3;1;1;1
5723;PR6146;340;20220613;2;3;5;1;3;4;1;0;1
5724;PR6147;1348;20220613;1;1;1;3;3;4;3;0;1
5725;PR6148;947;20220613;4;1;1;2;3;4;3;2;1
5726;PR6149;1054;20220613;1;3;2;2;2;3;3;3;1
5727;PR615;702;20150417;3;3;2;3;2;3;1;2;1
5728;PR6150;588;20220613;3;5;2;1;1;1;2;3;1
5729;PR6151;195;20220613;5;1;5;5;3;3;1;0;1
5730;PR6152;471;20220614;5;5;5;3;1;1;2;3;1
5731;PR6153;49;20220614;5;2;2;2;3;4;1;0;1
5732;PR6154;142;20220614;5;5;1;3;3;4;1;0;1
5733;PR6155;1212;20220614;3;1;5;1;1;2;2;0;1
5734;PR6156;962;20220615;4;4;2;3;3;4;1;3;1
5735;PR6157;445;20220615;4;1;4;2;3;4;3;2;1
5736;PR6158;181;20220616;4;2;4;1;2;3;1;1;1
5737;PR6159;477;20220616;5;2;2;2;2;3;2;1;1
5738;PR616;1117;20150417;5;1;1;2;1;2;2;0;1
5739;PR6160;653;20220616;2;5;5;3;3;3;2;0;1
5740;PR6161;203;20220616;5;2;2;5;2;3;2;0;1
5741;PR6162;1051;20220616;5;2;5;5;1;1;3;2;1
5742;PR6163;1134;20220616;5;3;1;5;3;3;2;0;1
5743;PR6164;660;20220616;3;1;1;3;1;2;1;1;1
5744;PR6165;2;20220617;2;3;5;3;2;2;3;0;1
5745;PR6166;818;20220617;2;5;3;2;3;4;2;1;1
5746;PR6167;3;20220618;3;5;5;3;2;2;1;2;1
5747;PR6168;1079;20220620;2;1;3;2;2;3;2;0;1
5748;PR6169;475;20220620;2;5;3;1;2;2;2;1;1
5749;PR617;536;20150418;2;1;2;5;3;3;3;2;1
5750;PR6170;1395;20220620;2;1;2;1;3;3;2;0;1
5751;PR6171;263;20220621;5;3;5;5;3;4;1;0;1
5752;PR6172;236;20220621;3;3;3;2;2;3;2;0;1
5753;PR6173;344;20220622;3;1;2;5;3;4;3;0;1
5754;PR6174;778;20220622;2;3;1;3;2;3;2;0;1
5755;PR6175;479;20220622;2;3;1;3;3;4;1;0;1
5756;PR6176;884;20220622;2;5;3;1;2;2;1;1;1
5757;PR6177;206;20220622;5;5;5;1;1;2;2;1;1
5758;PR6178;452;20220622;2;5;3;3;2;2;2;1;1
5759;PR6179;871;20220623;5;5;5;1;2;3;3;1;1
5760;PR618;422;20150418;2;2;3;5;3;3;2;1;1
5761;PR6180;842;20220623;5;1;2;5;2;2;2;1;1
5762;PR6181;874;20220623;2;1;1;2;2;3;1;2;1
5763;PR6182;953;20220624;5;5;2;1;2;2;1;3;1
5764;PR6183;432;20220625;2;1;1;3;2;2;3;0;1
5765;PR6184;1344;20220625;3;1;1;2;3;3;3;1;1
5766;PR6185;733;20220625;5;5;3;2;1;2;1;2;1
5767;PR6186;1416;20220625;1;4;1;1;1;1;1;1;1
5768;PR6187;650;20220625;3;1;4;2;3;3;3;1;1
5769;PR6188;298;20220626;1;4;4;3;1;1;1;1;1
5770;PR6189;211;20220626;2;1;1;1;2;3;3;1;1
5771;PR619;1463;20150420;2;3;5;2;1;1;1;0;1
5772;PR6190;946;20220626;5;5;2;1;2;3;3;1;1
5773;PR6191;1097;20220627;2;1;2;3;1;2;3;2;1
5774;PR6192;1114;20220627;2;3;3;3;1;1;3;3;1
5775;PR6193;293;20220627;5;5;5;3;3;3;3;0;1
