refund_id,order_id,refund_reason,refund_type,refund_amount,refund_method,refund_status,initiated_at,processed_at
RF0009720,O0218439,delay,partial,777.59,card,processed,2025-01-03 10:38:12,2025-01-04 10:38:12
RF0009721,O0218452,restaurant_issue,partial,154.51,,processed,2025-09-01 02:14:11,2025-09-03 02:14:11
RF0009722,O0218463,restaurant_issue,partial###,498.85,upi,processed,2025-02-19 11:01:47,2025-02-20 11:01:47
RF0009723,O0218479,user_cancel,full,1271.0,card,pending,2025-03-10 20:04:00,2025-03-14 20:04:00
RF0009724,O0218499,restaurant_issue,partial,176.4,upi,processed,2025-12-29 07:43:16,2026-01-02 07:43:16
RF0009725,O0218516,delay,full,522.0,,processed,,2021-07-18 19:22:29
RF0009726,O0218542,user_cancel,full,1048.0,cash,processed,2025-01-05 06:34:44,2025-01-09 06:34:44
RF0009727,O0218576,restaurant_issue,partial,233.09,cash,processed,2024-01-13 23:56:20,2024-01-14 23:56:20
RF0009728,O0218583,user_cancel,partial,148.77,upi,processed,2025-03-13 06:22:40,2025-03-17 06:22:40
RF0009729,O0218592,user_cancel,partial,266.74,upi,failed,2023-06-30 13:45:25,2023-07-04 13:45:25
RF0009730,O0218593,restaurant_issue,partial,802.03,cash,pending,2025-11-13 10:13:00,2025-11-17 10:13:00
RF0009731,O0218617,delay,partial,330.46,card,failed,2023-11-04 12:04:04,2023-11-08 12:04:04
RF0009732,O0218663,delay,full,535.0,wallet,processed,2021-10-21 16:46:54,2021-10-22 16:46:54
RF0009733,O0218669,delay,full,1460.0,wallet,processed,2023-07-04 12:40:17,2023-07-06 12:40:17
RF0009734,O0218697,restaurant_issue,full,762.0,card,processed,2025-12-03 23:42:30,2025-12-07 23:42:30
RF0009735,O0218712,delay,full,403.0,cash!!!,processed,2025-08-02 02:37:11,2025-08-05 02:37:11
RF0009736,O0218737,restaurant_issue,partial,860.13,card,processed,2025-02-20 21:27:03,2025-02-24 21:27:03
RF0009737,O0218848,delay,partial,226.14,card,processed,2025-10-19 02:10:45,2025-10-21 02:10:45
RF0009738,O0218861,restaurant_issue,full,148.0,wallet,processed,2024-06-19 08:53:08,2024-06-24 08:53:08
RF0009739,O0218862,user_cancel,partial,301.14,cash,failed,2025-09-22 18:32:29,2025-09-25 18:32:29
RF0009740,O0218892,user_cancel,partial,848.12,upi!!!,processed,2025-01-20 23:30:01,2025-01-22 23:30:01
RF0009741,O0218898,restaurant_issue,partial,1113.57,upi,pending,2025-03-05 17:12:35,2025-03-06 17:12:35
RF0009742,O0218902,user_cancel,full,810.0,wallet,processed,2025-05-25 13:20:14,2025-05-30 13:20:14
RF0009743,O0218923,delay,full,2516.0,upi,processed,2025-08-18 15:22:05,2025-08-19 15:22:05
RF0009744,O0218924,delay,partial,243.23,cash,processed,2023-12-28 22:39:14,2024-01-02 22:39:14
RF0009745,O0218935,delay,partial,408.96,cash,processed,2023-11-13 18:31:26,2023-11-14 18:31:26
RF0009746,O0218944,user_cancel,full###,472.0,wallet,failed,2024-06-22 07:57:05,2024-06-23 07:57:05
RF0009747,O0218962,restaurant_issue,partial,436.9,wallet,processed,2025-02-12 14:02:20,2025-02-17 14:02:20
RF0009748,O0219043,user_cancel,partial,428.97,upi,processed,2024-09-24 01:45:33,2024-09-27 01:45:33
RF0009749,O0219044,user_cancel,partial,433.81,card,processed,2022-11-29 01:49:18,2022-12-02 01:49:18
RF0009750,O0219084,user_cancel,full,2119.0,card,processed,2023-08-28 06:07:45,2023-09-01 06:07:45
RF0009751,O0219132,user_cancel,partial,77.01,card,processed,2025-10-25 09:20:20,2025-10-26 09:20:20
RF0009752,O0219137,user_cancel,partial,80.34,card,processed,2024-09-13 21:26:03,2024-09-17 21:26:03
RF0009753,O0219142,delay,partial,705.58,upi,processed,2022-10-08 10:40:14,2022-10-13 10:40:14
RF0009754,O0219233,restaurant_issue,full,730.0,card,processed,2024-11-21 01:04:16,2024-11-22 01:04:16
RF0009755,O0219248,delay,partial,-1.0,wallet,processed,2025-03-28 07:44:42,2025-03-31 07:44:42
RF0009756,O0219261,user_cancel,partial,570.86,card,processed,2025-01-27 10:49:48,2025-01-29 10:49:48
RF0009757,O0219295,delay,full###,818.0,wallet,failed,2025-06-24 17:41:50,2025-06-26 17:41:50
RF0009758,O0219318,restaurant_issue,partial,101.72,upi,processed,2024-05-09 03:51:52,2024-05-13 03:51:52
RF0009759,O0219325,user_cancel,partial,354.97,upi,processed,2025-08-02 19:39:38,2025-08-04 19:39:38
RF0009760,O0219347,delay,full,513.0,card,pending!!!,2025-06-24 17:14:54,2025-06-28 17:14:54
RF0009761,O0219350,restaurant_issue,partial,836.13,,processed,2023-04-18 01:17:50,2023-04-19 01:17:50
RF0009762,O0219365,user_cancel,partial,444.23,wallet,processed,2025-12-31 19:05:32,2026-01-03 19:05:32
RF0009763,O0219431,delay,partial,468.5,upi,processed,,2025-09-09 07:03:35
RF0009764,O0219470,user_cancel,partial,331.65,,processed,2025-05-09 11:36:38,2025-05-10 11:36:38
RF0009765,O0219513,delay,full,708.0,wallet,processed,2024-03-02 05:23:56,2024-03-04 05:23:56
RF0009766,O0219524,delay,partial,728.87,upi,pending,2025-12-28 20:33:08,2026-01-02 20:33:08
RF0009767,O0219525,delay,partial,631.1,wallet,processed,2024-02-20 00:53:05,2024-02-23 00:53:05
RF0009768,O0219526,delay,full,1257.0,card,processed,2026-01-01 09:17:55,2026-01-05 09:17:55
RF0009769,O0219548,user_cancel,partial,190.59,upi,failed,2023-11-18 15:55:36,2023-11-19 15:55:36
RF0009770,O0219569,restaurant_issue,partial,828.16,card,pending,2024-04-15 06:20:02,2024-04-17 06:20:02
RF0009771,O0219583,user_cancel,partial###,632.16,card,processed,2024-09-20 10:22:42,2024-09-23 10:22:42
RF0009772,O0219588,user_cancel,partial,295.44,card,processed,2024-02-21 12:30:18,2024-02-22 12:30:18
RF0009773,O0219634,restaurant_issue,partial,438.56,cash,processed,2024-05-21 15:27:41,2024-05-24 15:27:41
RF0009774,O0219644,delay,partial,1240.43,upi,processed,2023-12-04 12:23:23,2023-12-07 12:23:23
RF0009775,O0219652,restaurant_issue,full,1432.0,upi,processed,2024-06-09 00:32:41,2024-06-14 00:32:41
RF0009776,O0219757,user_cancel,full,1710.0,wallet,processed,2023-03-26 04:00:38,2023-03-29 04:00:38
RF0009777,O0219767,user_cancel,partial,215.23,wallet,processed,2024-04-11 10:46:10,2024-04-15 10:46:10
RF0009778,O0219770,restaurant_issue,partial,781.97,upi,processed,2024-08-13 12:21:04,2024-08-16 12:21:04
RF0009779,O0219862,restaurant_issue,partial,513.96,upi,processed,2025-03-12 23:05:21,2025-03-15 23:05:21
RF0009780,O0219869,user_cancel,full,998.0,wallet!!!,processed,2024-11-25 15:56:45,2024-11-28 15:56:45
RF0009781,O0219882,delay,partial,82.14,cash,processed,2021-10-14 03:54:52,2021-10-17 03:54:52
RF0009782,O0219934,delay,partial,629.87,cash,processed,2025-08-23 07:24:54,2025-08-26 07:24:54
RF0009783,O0219940,user_cancel,partial,304.71,wallet,processed,2025-09-14 18:39:28,2025-09-15 18:39:28
RF0009784,O0219983,delay,partial,526.88,cash,processed,2025-04-28 20:11:16,2025-05-02 20:11:16
RF0009785,O0219998,restaurant_issue,partial,254.87,upi,processed,2024-08-07 22:08:19,2024-08-11 22:08:19
RF0009786,O0219999,delay,partial,847.13,cash,processed,2022-05-25 00:05:26,2022-05-27 00:05:26
RF0009787,O0220001,user_cancel,partial,313.03,cash,processed,2025-09-26 02:51:16,2025-09-30 02:51:16
RF0009788,O0220005,restaurant_issue,full,942.0,upi,pending,2024-05-15 08:52:24,2024-05-16 08:52:24
RF0009789,O0220019,delay,full,1372.0,upi,processed,2025-12-05 08:03:31,2025-12-06 08:03:31
RF0009790,O0220022,user_cancel,full,782.0,upi,pending,2024-04-15 05:42:51,2024-04-16 05:42:51
RF0009791,O0220042,user_cancel,partial,376.08,card,processed,2025-05-05 03:54:22,2025-05-08 03:54:22
RF0009792,O0220074,user_cancel,partial,975.45,card,processed,2025-11-06 02:40:35,2025-11-10 02:40:35
RF0009793,O0220078,delay,full,966.0,upi,processed,2024-05-18 05:27:08,2024-05-22 05:27:08
RF0009794,O0220086,delay,partial,232.96,cash,processed,2024-01-26 12:17:05,2024-01-27 12:17:05
RF0009795,O0220098,user_cancel,partial,320.85,card,processed,2025-07-25 23:22:04,2025-07-29 23:22:04
RF0009796,O0220118,delay,full,516.0,wallet,processed,2023-01-15 16:15:31,2023-01-17 16:15:31
RF0009797,O0220121,user_cancel,partial,386.75,upi,processed,2024-12-19 23:13:45,2024-12-24 23:13:45
RF0009798,O0220137,delay,partial,125.59,upi,processed,2025-02-11 07:26:28,2025-02-16 07:26:28
RF0009799,O0220142,delay,partial,-1.0,cash,processed,2024-04-15 04:35:03,2024-04-16 04:35:03
RF0009800,O0220146,user_cancel,full,599.0,cash,processed,2023-01-07 17:13:39,2023-01-09 17:13:39
RF0009801,O0220178,user_cancel,partial,317.62,cash,processed,2023-02-07 14:36:01,2023-02-10 14:36:01
RF0009802,O0220226,delay,full,1696.0,wallet,processed,2025-03-25 06:01:03,2025-03-30 06:01:03
RF0009803,O0220239,delay,full,1380.0,upi,processed,2024-01-25 00:30:34,2024-01-28 00:30:34
RF0009804,O0220265,restaurant_issue,partial,151.94,card,processed,2025-10-20 03:24:44,2025-10-23 03:24:44
RF0009805,O0220287,delay,partial,303.04,wallet,processed,2025-12-29 17:23:28,2026-01-02 17:23:28
RF0009806,O0220296,delay,full,327.0,wallet,processed,2024-02-09 21:49:37,2024-02-11 21:49:37
RF0009807,O0220314,delay,partial,746.84,cash,processed,2025-02-10 23:53:11,2025-02-12 23:53:11
RF0009808,O0220327,restaurant_issue,full,791.0,wallet,processed,2025-10-06 23:58:48,2025-10-11 23:58:48
RF0009809,O0220361,restaurant_issue,partial,210.24,upi,processed,2024-10-28 17:03:10,2024-11-02 17:03:10
RF0009810,O0220403,user_cancel,partial,233.5,cash,processed,2024-06-18 21:15:10,2024-06-20 21:15:10
RF0009811,O0220425,user_cancel,partial,306.37,card,processed,2024-10-05 16:38:08,2024-10-06 16:38:08
RF0009812,O0220437,restaurant_issue,full,560.0,wallet,processed,2022-05-07 12:11:43,2022-05-12 12:11:43
RF0009813,O0220449,user_cancel,partial,135.04,upi,processed,2023-02-05 04:29:25,2023-02-08 04:29:25
RF0009814,O0220465,delay,full,2290.0,upi,processed,2025-02-20 20:06:09,2025-02-22 20:06:09
RF0009815,O0220480,restaurant_issue,partial,230.46,card,processed,2024-08-20 07:08:38,2024-08-22 07:08:38
RF0009816,O0220552,delay,full,1318.0,card,processed,2025-11-18 17:34:01,2025-11-22 17:34:01
RF0009817,O0220568,delay,partial,342.27,cash,processed,2025-05-13 19:54:27,2025-05-16 19:54:27
RF0009818,O0220597,user_cancel,partial,534.93,card,processed,2023-01-05 20:48:03,2023-01-10 20:48:03
RF0009819,O0220619,delay,partial,679.37,wallet,processed,2025-01-03 17:11:37,2025-01-05 17:11:37
RF0009820,O0220645,user_cancel,partial,78.97,upi,processed,2025-03-08 09:47:00,2025-03-09 09:47:00
RF0009821,O0220675,delay,partial,1036.32,upi,processed,2024-03-07 12:18:54,2024-03-11 12:18:54
RF0009822,O0220693,restaurant_issue,partial,1563.24,upi,processed,2025-04-06 05:19:55,2025-04-07 05:19:55
RF0009823,O0220724,restaurant_issue,full,832.0,wallet,processed,2023-05-21 17:39:30,2023-05-24 17:39:30
RF0009824,O0220756,delay,full,974.0,upi,pending,2025-03-04 00:53:58,2025-03-09 00:53:58
RF0009825,O0220773,restaurant_issue,partial,269.04,upi,failed,2025-02-10 06:35:41,2025-02-15 06:35:41
RF0009826,O0220800,user_cancel,partial,604.21,upi,processed,,2023-12-15 14:59:47
RF0009827,O0220845,delay,partial,196.44,cash,processed,2025-08-30 09:15:26,2025-08-31 09:15:26
RF0009828,O0220862,restaurant_issue,full,1637.0,upi,processed,2025-04-06 00:31:37,2025-04-07 00:31:37
RF0009829,O0220925,user_cancel,partial,461.43,wallet,pending,2024-04-18 23:56:38,2024-04-21 23:56:38
RF0009830,O0220951,restaurant_issue,partial,690.61,upi,processed,2024-01-14 14:03:55,2024-01-16 14:03:55
RF0009831,O0221018,restaurant_issue,partial,768.82,upi,processed,,2022-08-10 13:51:29
RF0009832,O0221087,delay,full,165.0,card,processed,2024-05-12 12:05:59,2024-05-13 12:05:59
RF0009833,O0221106,restaurant_issue,full,1075.0,card,processed,2023-04-09 08:11:03,2023-04-11 08:11:03
RF0009834,O0221159,user_cancel,partial,1044.61,cash,pending,2023-01-06 02:18:10,2023-01-07 02:18:10
RF0009835,O0221161,restaurant_issue,partial,330.85,wallet,pending,2024-08-10 00:09:07,2024-08-11 00:09:07
RF0009836,O0221162,delay,partial,1208.16,upi,processed,2025-02-10 21:18:21,2025-02-13 21:18:21
RF0009837,O0221167,restaurant_issue,partial,1074.49,card,processed,,2025-03-14 07:19:06
RF0009838,O0221172,user_cancel,full,782.0,upi,processed,2025-08-31 05:57:44,2025-09-05 05:57:44
RF0009839,O0221205,delay,full,335.0,cash,processed,2024-10-23 09:40:58,2024-10-26 09:40:58
RF0009840,O0221213,user_cancel,partial,452.66,wallet,processed,2025-07-04 02:02:03,2025-07-07 02:02:03
RF0009841,O0221247,user_cancel,partial,157.54,,processed,2025-04-15 23:16:01,2025-04-19 23:16:01
RF0009842,O0221262,restaurant_issue,partial###,250.21,wallet,processed,2025-10-04 14:27:53,2025-10-05 14:27:53
RF0009843,O0221279,user_cancel,full,677.0,wallet,processed!!!,2025-04-15 02:06:55,2025-04-18 02:06:55
RF0009844,O0221283,delay,partial,456.96,upi,processed,2025-05-28 01:51:11,2025-05-29 01:51:11
RF0009845,O0221306,delay,partial,1018.77,card,processed,2025-10-10 23:23:19,2025-10-11 23:23:19
RF0009846,O0221309,delay,partial,900.06,cash,processed,2023-05-05 07:14:07,2023-05-06 07:14:07
RF0009847,O0221340,delay,partial,148.66,cash,pending,2024-09-07 14:33:24,2024-09-09 14:33:24
RF0009848,O0221343,restaurant_issue,partial,455.35,wallet,processed,2023-09-12 02:28:52,2023-09-13 02:28:52
RF0009849,O0221364,user_cancel,partial,1174.17,cash,processed,2025-05-04 20:47:34,2025-05-06 20:47:34
RF0009850,O0221372,delay,partial,379.3,cash,processed,2023-08-20 18:56:20,2023-08-21 18:56:20
RF0009851,O0221386,restaurant_issue,partial,76.11,card,processed,2025-03-23 09:04:47,2025-03-24 09:04:47
RF0009852,O0221388,user_cancel,full,915.0,wallet,processed,2024-01-09 13:22:42,2024-01-14 13:22:42
RF0009853,O0221432,user_cancel,full,937.0,card,processed,2025-01-02 22:20:26,2025-01-03 22:20:26
RF0009854,O0221458,restaurant_issue,partial,109.44,upi,processed,2024-12-27 05:51:56,2025-01-01 05:51:56
RF0009855,O0221495,restaurant_issue,full###,896.0,upi,processed,2025-06-07 06:00:53,2025-06-09 06:00:53
RF0009856,O0221512,delay ,partial,886.78,upi!!!,processed,2024-05-18 09:03:33,2024-05-19 09:03:33
RF0009857,O0221533,delay,partial,1045.19,cash,processed,2024-12-30 00:58:36,2025-01-03 00:58:36
RF0009858,O0221552,restaurant_issue,partial,579.17,cash,processed,2025-09-25 13:45:16,2025-09-27 13:45:16
RF0009859,O0221578,restaurant_issue,partial,312.56,wallet,processed,2024-05-22 11:08:39,2024-05-24 11:08:39
RF0009860,O0221592,user_cancel,full,666.0,cash,processed,2025-05-24 21:07:03,2025-05-25 21:07:03
RF0009861,O0221598,user_cancel,partial,382.11,upi,processed,2024-10-25 04:34:01,2024-10-28 04:34:01
RF0009862,O0221632,delay,full###,550.0,upi,processed,2024-03-10 07:21:46,2024-03-12 07:21:46
RF0009863,O0221665,delay,partial,109.93,,processed,2025-04-30 08:06:09,2025-05-02 08:06:09
RF0009864,O0221687,user_cancel,partial,217.09,upi,processed,2025-01-29 19:59:01,2025-01-30 19:59:01
RF0009865,O0221709,user_cancel,partial,775.73,card,processed,2025-08-15 00:59:33,2025-08-19 00:59:33
RF0009866,O0221717,restaurant_issue,partial,559.24,upi,processed,2024-10-26 17:45:42,2024-10-28 17:45:42
RF0009867,O0221723,delay,partial,414.44,wallet,processed,2025-10-04 04:31:30,2025-10-05 04:31:30
RF0009868,O0221751,delay,partial,787.47,upi,processed,2024-12-30 10:55:45,2024-12-31 10:55:45
RF0009869,O0221757,delay,full,520.0,card,processed,2025-07-27 08:28:04,2025-07-28 08:28:04
RF0009870,O0221787,restaurant_issue,partial,337.9,card,processed,2024-08-22 01:47:04,2024-08-25 01:47:04
RF0009871,O0221810,user_cancel,partial,1084.44,upi,processed,2025-03-16 09:55:12,2025-03-21 09:55:12
RF0009872,O0221839,user_cancel,partial,68.67,wallet,processed,2024-11-22 07:20:16,2024-11-27 07:20:16
RF0009873,O0221893,user_cancel,full,1043.0,cash,processed,2024-01-06 18:04:32,2024-01-09 18:04:32
RF0009874,O0221898,user_cancel,partial,266.54,upi!!!,processed,2023-11-30 13:01:06,2023-12-04 13:01:06
RF0009875,O0221901,delay,partial,220.34,cash,processed,2025-10-19 06:27:13,2025-10-24 06:27:13
RF0009876,O0221932,delay,partial,363.8,cash,processed,2024-10-04 15:42:02,2024-10-09 15:42:02
RF0009877,O0221933,delay,partial,458.25,card,processed,2025-04-30 14:21:21,2025-05-01 14:21:21
RF0009878,O0221934,user_cancel,full,1336.0,wallet,processed,2023-03-25 23:41:59,2023-03-29 23:41:59
RF0009879,O0222027,delay,partial,668.87,upi,processed,2025-05-25 11:35:56,2025-05-27 11:35:56
RF0009880,O0222055,delay,partial,525.22,upi,processed,2025-05-06 05:43:35,2025-05-09 05:43:35
RF0009881,O0222119,restaurant_issue,partial###,366.22,wallet,processed,2025-10-26 04:19:21,2025-10-28 04:19:21
RF0009882,O0222142,user_cancel,partial,1233.69,cash,processed,2024-06-20 12:39:17,2024-06-23 12:39:17
RF0009883,O0222167,user_cancel,full,734.0,upi,processed,2025-12-29 05:26:00,2026-01-03 05:26:00
RF0009884,O0222175,user_cancel,partial,270.96,card,processed,2025-08-28 06:18:36,2025-09-02 06:18:36
RF0009885,O0222224,restaurant_issue,partial,520.93,upi,processed,2024-12-31 20:01:39,2025-01-05 20:01:39
RF0009886,O0222261,delay,partial,818.0,cash,processed,2024-07-29 03:38:28,2024-08-02 03:38:28
RF0009887,O0222265,restaurant_issue,full,1208.0,cash,processed,2024-12-17 22:51:37,2024-12-18 22:51:37
RF0009888,O0222336,restaurant_issue,full,1707.0,cash,processed,2024-08-26 05:51:15,2024-08-30 05:51:15
RF0009889,O0222342,delay,full,993.0,cash,processed,2025-08-29 03:18:47,2025-09-02 03:18:47
RF0009890,O0222371,user_cancel,partial,723.39,card,pending,2024-12-03 10:28:23,2024-12-05 10:28:23
RF0009891,O0222385,restaurant_issue,partial,506.48,card,processed,2024-02-22 11:32:02,2024-02-24 11:32:02
RF0009892,O0222412,user_cancel,partial,659.39,card,processed,2024-01-29 00:32:31,2024-02-03 00:32:31
RF0009893,O0222416,delay,partial,231.67,wallet,processed,2025-02-05 07:38:10,2025-02-10 07:38:10
RF0009894,O0222433,delay,partial,960.38,card,processed,2022-11-09 05:08:28,2022-11-12 05:08:28
RF0009895,O0222527,user_cancel,full,1280.0,card,processed,2022-11-24 18:19:21,2022-11-25 18:19:21
RF0009896,O0222530,restaurant_issue,partial,957.12,wallet,pending,2025-03-20 20:53:55,2025-03-24 20:53:55
RF0009897,O0222540,restaurant_issue,partial,712.41,card,processed,2024-03-08 05:22:26,2024-03-10 05:22:26
RF0009898,O0222557,delay,full,926.0,cash,processed,2024-09-19 03:49:45,2024-09-21 03:49:45
RF0009899,O0222563,user_cancel,partial,1237.98,wallet,processed,2025-06-16 00:56:44,2025-06-19 00:56:44
RF0009900,O0222586,restaurant_issue,partial,624.89,upi,processed,2025-06-06 11:50:35,2025-06-10 11:50:35
RF0009901,O0222600,delay,partial,632.02,upi,processed,2024-12-20 19:15:00,2024-12-22 19:15:00
RF0009902,O0222604,restaurant_issue,full,638.0,wallet,processed,2024-09-26 12:55:41,2024-09-29 12:55:41
RF0009903,O0222615,restaurant_issue,full,287.0,card,processed,2024-11-26 22:08:23,2024-11-30 22:08:23
RF0009904,O0222618,user_cancel,partial,447.52,card,pending,2023-11-14 09:46:33,2023-11-19 09:46:33
RF0009905,O0222626,restaurant_issue,full,386.0,cash,processed,2025-12-29 15:55:18,2026-01-02 15:55:18
RF0009906,O0222630,user_cancel,partial,660.87,cash,processed,2025-11-30 12:08:33,2025-12-01 12:08:33
RF0009907,O0222631,restaurant_issue,partial,161.27,cash,processed,2025-02-11 16:07:39,2025-02-13 16:07:39
RF0009908,O0222634,restaurant_issue,partial,484.69,cash,pending,2025-05-24 02:14:41,2025-05-28 02:14:41
RF0009909,O0222649,restaurant_issue,partial,551.0,cash,processed,2023-01-08 23:10:48,2023-01-10 23:10:48
RF0009910,O0222659,delay,partial,469.32,wallet,processed,2022-07-19 11:37:18,2022-07-24 11:37:18
RF0009911,O0222672,restaurant_issue,full,369.0,wallet,processed,2025-10-21 07:17:18,2025-10-26 07:17:18
RF0009912,O0222673,restaurant_issue,partial,498.7,upi,processed,2025-08-23 19:55:42,2025-08-26 19:55:42
RF0009913,O0222675,restaurant_issue,full,1148.0,upi,processed,2023-03-14 20:08:40,2023-03-16 20:08:40
RF0009914,O0222679,restaurant_issue,partial,631.73,wallet,processed,2025-09-26 21:36:37,2025-09-30 21:36:37
RF0009915,O0222685,delay,partial,155.79,card,processed,2025-03-09 21:04:56,2025-03-14 21:04:56
RF0009916,O0222689,user_cancel,partial,1126.64,upi,processed,2025-05-29 14:59:54,2025-06-03 14:59:54
RF0009917,O0222711,user_cancel,full,-1.0,wallet,processed,2024-12-21 22:52:30,2024-12-24 22:52:30
RF0009918,O0222733,delay,partial,661.76,cash,processed,2023-10-04 21:29:09,2023-10-09 21:29:09
RF0009919,O0222739,user_cancel,partial,125.97,upi,processed,2023-08-29 11:02:20,2023-08-30 11:02:20
RF0009920,O0222770,user_cancel,full,1500.0,card,processed,2025-12-16 02:23:36,2025-12-20 02:23:36
RF0009921,O0222782,user_cancel,partial,317.62,upi,pending,2024-11-12 20:20:19,2024-11-14 20:20:19
RF0009922,O0222795,restaurant_issue,partial,399.47,wallet,processed,2023-08-19 22:57:15,2023-08-21 22:57:15
RF0009923,O0222808,delay,partial,606.47,card,processed,2024-05-20 00:23:19,2024-05-21 00:23:19
RF0009924,O0222859,restaurant_issue,full,1426.0,upi,processed,2024-12-11 12:29:34,2024-12-13 12:29:34
RF0009925,O0222874,user_cancel,partial,394.36,cash,pending,2025-04-25 22:23:41,2025-04-30 22:23:41
RF0009926,O0222950,user_cancel,partial,490.19,wallet,processed,2024-01-23 00:53:24,2024-01-26 00:53:24
RF0009927,O0222958,user_cancel,full,814.0,card,processed,2023-06-06 21:59:03,2023-06-07 21:59:03
RF0009928,O0223008,user_cancel,partial,740.32,card,processed,2025-04-11 16:53:40,2025-04-16 16:53:40
RF0009929,O0223020,restaurant_issue,full,266.0,card!!!,processed,2023-03-11 18:56:48,2023-03-15 18:56:48
RF0009930,O0223046,delay,partial,298.75,card,processed,2023-01-03 01:06:17,2023-01-06 01:06:17
RF0009931,O0223057,restaurant_issue,full,471.0,wallet,pending!!!,2024-09-03 01:26:43,2024-09-06 01:26:43
RF0009932,O0223087,delay,partial,632.09,cash,processed,2023-12-26 19:33:23,2023-12-29 19:33:23
RF0009933,O0223089,delay,partial,417.44,card,pending,2024-11-13 15:28:44,2024-11-17 15:28:44
RF0009934,O0223092,restaurant_issue,partial,533.04,,processed,,2025-09-15 05:53:51
RF0009935,O0223106,delay,partial,633.85,card,failed,2024-07-04 02:21:50,2024-07-05 02:21:50
RF0009936,O0223114,user_cancel,partial,639.68,upi,processed,2025-03-25 17:02:14,2025-03-29 17:02:14
RF0009937,O0223144,restaurant_issue,partial,430.48,upi,processed,2024-08-03 02:06:09,2024-08-04 02:06:09
RF0009938,O0223161,user_cancel,partial,641.83,wallet,failed,2024-12-26 02:25:57,2024-12-30 02:25:57
RF0009939,O0223192,user_cancel,partial,255.36,upi,processed,2025-08-29 17:34:25,2025-08-30 17:34:25
RF0009940,O0223195,delay,partial,367.78,card,processed,2025-05-16 19:06:06,2025-05-20 19:06:06
RF0009941,O0223223,user_cancel,partial,881.8,cash,processed,2021-10-26 09:12:33,2021-10-31 09:12:33
RF0009942,O0223232,delay,full,628.0,cash,processed,2025-02-15 16:35:20,2025-02-20 16:35:20
RF0009943,O0223288,restaurant_issue,partial,247.05,upi,processed,2024-01-08 01:43:20,2024-01-11 01:43:20
RF0009944,O0223341,restaurant_issue,partial,645.77,upi,pending,2023-06-26 20:24:57,2023-06-27 20:24:57
RF0009945,O0223350,delay,partial,889.0,card,processed,2025-08-07 23:52:59,2025-08-09 23:52:59
RF0009946,O0223363,restaurant_issue,partial,221.64,card,processed,2025-08-27 03:00:08,2025-08-28 03:00:08
RF0009947,O0223391,user_cancel,partial,617.12,wallet,processed,2025-04-21 12:25:32,2025-04-22 12:25:32
RF0009948,O0223440,delay,full,188.0,card,processed,2025-02-19 08:49:22,2025-02-20 08:49:22
RF0009949,O0223461,user_cancel,full,1008.0,upi,processed,2022-05-31 14:03:07,2022-06-02 14:03:07
RF0009950,O0223469,delay,full,536.0,upi,processed,2025-07-30 03:03:02,2025-08-01 03:03:02
RF0009951,O0223481,delay,partial,956.06,wallet,processed,2022-08-03 04:34:12,2022-08-07 04:34:12
RF0009952,O0223495,delay,partial,290.38,upi,failed,2022-09-28 18:24:16,2022-10-02 18:24:16
RF0009953,O0223582,restaurant_issue,full,1202.0,wallet,processed,2025-07-13 22:56:43,2025-07-14 22:56:43
RF0009954,O0223605,delay,partial,517.64,card,processed,2024-01-29 04:11:06,2024-01-30 04:11:06
RF0009955,O0223609,user_cancel,full,718.0,card,processed,2025-06-24 03:19:09,2025-06-29 03:19:09
RF0009956,O0223616,user_cancel,partial,581.82,cash,processed,2025-11-05 17:17:52,2025-11-07 17:17:52
RF0009957,O0223629,restaurant_issue,full,1167.0,wallet,processed,2024-04-03 14:47:59,2024-04-08 14:47:59
RF0009958,O0223662,delay,partial,1080.3,cash,pending,2024-01-10 14:44:54,2024-01-12 14:44:54
RF0009959,O0223671,user_cancel,partial,235.6,upi!!!,processed,2025-02-21 11:43:15,2025-02-25 11:43:15
RF0009960,O0223699,delay,partial,88.45,wallet,processed,2023-04-27 00:54:26,2023-05-02 00:54:26
RF0009961,O0223740,user_cancel,full,421.0,wallet,processed,2024-08-07 17:28:02,2024-08-08 17:28:02
RF0009962,O0223804,restaurant_issue,full,410.0,card,processed,2025-12-09 21:04:38,2025-12-14 21:04:38
RF0009963,O0223829,user_cancel,full,556.0,upi,processed,2025-04-19 01:09:03,2025-04-22 01:09:03
RF0009964,O0223841,user_cancel,partial,301.73,cash,processed,2025-04-05 21:02:13,2025-04-10 21:02:13
RF0009965,O0223842,user_cancel,full,774.0,wallet,processed,2024-04-21 10:46:46,2024-04-22 10:46:46
RF0009966,O0223861,delay,full,1746.0,wallet,processed,2024-08-05 04:10:54,2024-08-09 04:10:54
RF0009967,O0223872,user_cancel,full,432.0,upi,processed,2022-11-12 05:56:42,2022-11-15 05:56:42
RF0009968,O0223878,user_cancel,full,920.0,wallet,processed,2024-04-12 18:53:28,2024-04-13 18:53:28
RF0009969,O0223909,user_cancel,partial,242.98,upi,processed,2024-01-22 00:57:54,2024-01-27 00:57:54
RF0009970,O0223941,user_cancel,partial,533.64,wallet,pending,2023-04-23 23:27:52,2023-04-25 23:27:52
RF0009971,O0223952,restaurant_issue,full,1561.0,upi,pending,2025-10-03 22:15:19,2025-10-04 22:15:19
